text,emoji,target
This catch is high on our #SCtop10,😳,😳
PLEASE HELP ME FIND MY SON Last seen : Houston Texas . any info call 2244788207,‼‼‼,‼
"Always remember that you are absolutely <UNK> . Just like everyone else , happy birthday <UNK>",😆,😆
the start of something,💕,💕
DIDDLE IS HAVING A 24 HOUR BLACK FRIDAY EXTENDED SALE EVERYTHING IS FREE ! ! JUST PAY SHIPPING ! …,😍,😍
<UNK> Come Dancing male <UNK> give their tips on how to lose those dance <UNK> …,🕺,🕺
"<UNK> <UNK> , but the <UNK> were fun !",⬇,⬇
Let LOVE <UNK> ... <UNK> <UNK> <UNK> IN <UNK> OF WAR <UNK> …,❤❤,❤
Kevin <UNK> just did a <UNK> <UNK> for the second time on <UNK> <UNK> <UNK>,😱😡,😡
I wish I could but my fam is like “ thanksgiving just passed ”,😂,😂
"<UNK> .. ㅠㅠ my adorable little bunny in an <UNK> hoodie his back view and just him looking at "" The EℓyXiOn "" …",😢,😢
171126 ICN 코트 휘날리며 #옹성우 #OngSeongwu #WannaOne #워너원,🙈💙💙💙🛬✨,✨
And then there were two … Alabama Notre Dame Washington,❌❌❌,❌
me and my boyfriend,💖💖,💖
they say young love the best,🤔,🤔
Happy Thanksgiving babes almost 36 <UNK> ! I hope you all eat real good and remain thankful for all you have and t …,😋,😋
Lmaoo shit idk . <UNK> & I both had heads full of hair as babies,😂,😂
Because he can sleep through anything and I ’ m about to cry thinking about him sleeping above,😭,😭
Like this one .,⤵,⤵
so anyway pocket camp is 100 % the <UNK> i needed rn thanks <UNK>,🍑🍒,🍒
It ’ s me I ’ m the friend that turns 21 in 11,💁♀,♀
Rt when you see it,😂😂,😂
THE CUP IS HOME,☀😈🏆,🏆
Too young to be stressing like this,💔,💔
So beautiful <UNK> You're a <UNK> to <UNK> ! ! Love you ! ! GO <UNK> ! ! ! GO <UNK> ! ! !,💓💖❤,❤
“ i <UNK> in crazy bitch and you level one crazy ”,😂😂,😂
This broke my heart,💔😭,😭
mfs don't have shit to say to you until they want something,🙄🙄,🙄
DIDDLE IS HAVING A 24 HOUR BLACK FRIDAY EXTENDED SALE EVERYTHING IS FREE ! ! JUST PAY SHIPPING ! …,😍,😍
I do not like this twitter update at,🙄,🙄
PLEASE HELP ME FIND MY SON Last seen : Houston Texas . any info call 2244788207,‼‼‼,‼
Things got real festive in today ’ s video with Go take a <UNK> & <UNK> IT OUT !,🤷♂🕯🤷♀❤,❤
but <UNK> still can't keep <UNK> name out of his just shut up & if you're gonna say some …,🤕,🤕
Stay happy you two #KakaibangPaskongMagnolia,😂💛,💛
<UNK> niggas really do got dat shit,😩,😩
<UNK> gotta let <UNK> go she not <UNK> for him he need a la <UNK> bitch,😂😂😂,😂
market shares in Korea surged from 13.4 % ( Sept ) to 44.1 % ( Oct ) - source from Twitter said the reasons …,🗣,🗣
Girls know best,🌴,🌴
e n d h e l rts and faves do rtxrt ( dm me ) My birthday is coming ! Please rt and fave this as your <UNK> …,🚨🚨💕💕,💕
This dog is so <UNK> to get the treats on the <UNK> — and he <UNK> a <UNK> move to finally make it happen,👏,👏
"Bravo , an <UNK> <UNK> fake "" <UNK> "" who's background is …",👌👏👏👏,👏
When you see yourself in the mirror first thing in the,🐶😹,😹
At the <UNK> <UNK> <UNK> by the gorgeous,❤,❤
Hey <UNK>,😊,😊
im literally tired 24/7,😴,😴
Anyone : hi Ppl from California : Stop moving to California . Follow ur dreams somewhere else,😤🙅💯🖕,🖕
I just realized that my car came out in my header,😅,😅
I ️ miss having a class with u ur pretty and ur photogenic ! ! !,😊🙊😂😂,😂
LMAOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO AYE YOOOOOOOOO BREH,😂😂😂😂😂😂,😂
We'll go down this road til it turns from color to black and white .,🎶🎶,🎶
This is one feeling that we wouldn't ever want to trade for anything ! ! <UNK> <UNK>,🤗,🤗
Happy birthday <UNK> ily and your Your dogs are pretty cool tbh . Tell your dogs I say,💗💗💗😩😍😩,😩
Congratulations <UNK> on the <UNK> <UNK> Title . We are proud of our <UNK> for an <UNK> season ! …,🐾,🐾
i throw shade where shade is meant to be <UNK>,☂,☂
RIP,👍,👍
That combination be something serious,😩🤤,🤤
<UNK> of ‘ 17 <UNK>,❤,❤
This catch is high on our #SCtop10,😳,😳
"My new <UNK> "" <UNK> Still Matter "" now <UNK> feat <UNK> and <UNK> <UNK>",🙏,🙏
Congrats Jacob gonna do big things in,💕,💕
Congrats Jacob gonna do big things in,💕,💕
Always late,😑😂,😂
Don ’ t play wit,😝,😝
THEY ARE <UNK> THE <UNK> DVD TODAY IT <UNK> <UNK> SOLO <UNK> HIS <UNK> IS <UNK> WE GONNA SEE IT IN HD,😭😭😭😭,😭
I fall more and more in love with you every day we spend together,♥,♥
“ & stupid bitch you <UNK> ’ you know that he be <UNK> ’ don ’ t ask me for no <UNK> cut em off when i get tied “,😛💁♀,♀
We did it ! I'm so proud of everyone . $ <UNK> raised . <UNK>,❤💖🤗🙌,🙌
Me after getting my back blown out and partially choked to death,😍,😍
I love nothing more than sleeping on the couch my last night home,🙄🙄🙄🙄🙄🙄🙄🙄,🙄
This is OUR state,🏆,🏆
could I please get a goodnight from you ?,🙏,🙏
Can ’ t fw a nigga that be liking every bitch picture,🤦♀💯,💯
"<UNK> "" <UNK> Double Wins Tonight !",👌,👌
<UNK>,😎,😎
"Anyone else lose their child ’ s father to their <UNK> , or Xbox ? Because .. same bitches .",😪,😪
<UNK> <UNK> so mf much,🙊👎✌😈,😈
"Alright Auburn fans lets enjoy this big win , but still remember we lost to LSU we still have a long road ahead of us , the ride aint over",😂,😂
Beyoncé literally posts bursts of photos that make no sense with no caption & she's still,👑,👑
Day 1 Weekend Week 1 Records <UNK> <UNK> PSPK 25 TITLE FL TMRW,😎✍👉,👉
i ’ m really the type to be mad & have a full blown attitude just cause i miss you,☹😭,😭
#NewProfilePic <UNK> pa,😂,😂
Thank you sister,💜,💜
I finished this at 3 am last night and I am in <UNK> “ Water Your <UNK> ” 22 x 28 <UNK> on <UNK> by <UNK> htt …,❤,❤
I ️ live my life like a savage that what come with the,🤧,🤧
<UNK> was <UNK> her mans at <UNK>,😂😩,😩
"# 6 on the field , # 1 in my heart",💙😍,😍
ITS FUCKING LIT ! !,🌊🌊🌊,🌊
got to eat <UNK> and drink wine with my <UNK> & <UNK> e,💕😭,😭
YoungBull was the first Bama player to score 40 points since 1978 .. and he did it while playing 3 - on - 5 .,🏀💎,💎
ho ho ho - ly shit slow down grab the wall,🎅🕺,🕺
OMG THE <UNK>,😂❤,❤
<UNK> ? ! like this ? ? i had to see what all the <UNK> was about,😩😭,😭
Congratulations to all of us that are still single ! ! The Lord is our strength !,💕,💕
I'm still on the block holding Fajita the French bulldog,💔,💔
She ’ s a nice 40 . She ’ s a 40 looking like 20s,👀,👀
DIDDLE IS HAVING A 24 HOUR BLACK FRIDAY EXTENDED SALE EVERYTHING IS FREE ! JUST PAY SHIPPING ! ! …,😍😍,😍
A great <UNK> by my team mate on the mini <UNK> I just wrote on twitter,👍,👍
The most annoying snapchat you will ever see is when someone puts hacked on there <UNK> snapchat story ...,😑😑,😑
DIDDLE IS HAVING A 24 HOUR BLACK FRIDAY EXTENDED SALE EVERYTHING IS FREE ! JUST PAY SHIPPING ! ! …,😍😍,😍
The runs have been flowing for the Indian Skipper as he scores his 19th Test ton . Second in the series so far . …,💯,💯
"<UNK> <UNK> , you're an idiot you <UNK> <UNK>",😊,😊
[ ! ! ] November Female <UNK> Model Brand <UNK> <UNK> : 6 . <UNK>,👑👑,👑
i just got the “ you up ? text . it ’ s clearly time for bed,👀,👀
Retweet in 5 seconds for some good luck,😁,😁
You a never have shit wishing something bad on somebody,‼💯,💯
This catch is high on our #SCtop10,😳,😳
Then it aint,😒,😒
I've been <UNK> to <UNK> how special,😂,😂
hell no . Idk how you could think that,🤦♂,♂
They grew up so well . GOT 7,😭😭,😭
<UNK> <UNK>,🐧🐧,🐧
thanks <UNK> ! much love <UNK>,❤❤,❤
Much <UNK> first look of #PSPK25 will be out tomorrow .. Get PSPK 25 TITLE FL TMRW,👍,👍
<UNK> <UNK> is,🔥🔥🔥,🔥
one of a kind what can i,🤷♀,♀
Why do I have fucking <UNK> On,🤨🤦♂,♂
Thiago Messi and Suárez,😂,😂
my dog is sleeping with her eyes open and they're moving all around,😨,😨
Please tell me where can I buy those pins . I would love to wear one !,😊,😊
Watching this ... <UNK> <UNK>,😳🤣🤣🤣,🤣
"#MicDropRemix [ <UNK> Update : 6PM <UNK> PM ] View : <UNK> , <UNK> [ <UNK> M ] Like : <UNK> , <UNK> [ + <UNK> ] Shazam : <UNK> [ <UNK> K ] # 1 …",🎤,🎤
on who <UNK> 9 died,❓,❓
Thanksgiving wasn ’ t the same without y ’ all,💔💔,💔
Its Lit ! ! ! ! ( B / & W ),🔥🔥🔥,🔥
"I can ’ t <UNK> myself chasing money , I don ’ t have to . I ’ m a child of the KING , and all that ’ s HIS , is mine . <UNK>",😘✌🙌👸,👸
<UNK> <UNK> the night hoseok became everyone's bias <UNK> . MAMA WAS SO <UNK> <UNK> <UNK> #BTS …,🔥,🔥
Sorry for being a party <UNK> but have fun <UNK>,💕💕💕💕,💕
Christmas is hands down the best time of year even if you're,🎅🎄✨,✨
I ️ guess you can say i ’ m dating a state <UNK> <UNK>,😍😭💙🤤,🤤
With no Porzingis or Kanter,😳,😳
Now Can't Wait For <UNK> Emperor <UNK> Wishes From <UNK> Emperor <UNK> Let's Rock PSPK 25 TITLE FL …,😍👍👊,👊
This is the best video I have ever seen,😂😂,😂
"<UNK> <UNK> 2017 , <UNK> , <UNK> , <UNK> <UNK> and very <UNK> <UNK> <UNK> ICO <UNK> …",⛏,⛏
# 1 on <UNK> 10,😶,😶
Today I asked my best friend to marry me ...,😘,😘
<UNK> ’ s so fucking mean I ’ m dead af rn,😂😂😂😂,😂
So <UNK> in the mall had a dog walking on the <UNK> in the back ?,🤦♀,♀
"dancing to ' s song "" Does She Know "" feat ate",😍❤❤,❤
Enjoy your trip but take care of your health also,🙇🙇🙇,🙇
RT : <UNK> <UNK> <UNK> For Taxi,✈👉🚖📞,📞
Aaron <UNK> <UNK> : Learn <UNK> for a Winner,®,®
My nephew been eating Leftovers for the past 2 days,😭😭,😭
The runs have been flowing for the Indian Skipper as he scores his 19th Test ton . Second in the series so far . …,💯,💯
Wish i was laid up right now being nasty,🤤😋,😋
i love to feel loved by my man and to also be loved by my bf parents gosh it an all time high,😭,😭
Hot shower then just lay in bed,😭😭,😭
My heart breaks for her,😪,😪
Starting the stream fixed my . 5 second <UNK> immediately good luck,👍,👍
There's always that member of the family that HAS to <UNK> everybody Check out our <UNK> <UNK> at …,🙋♂,♂
"Lost , tired , hungry .. ? If only I could find some <UNK> ... ! ! ! New Ep tomorrow on <UNK> …",🐢🐢🐢,🐢
Love that,😂❤,❤
watched yesterday ... <UNK> <UNK> sa <UNK> ng cinema .. <UNK> & <UNK> . then may mga <UNK> sa <UNK> . <UNK> …,😂,😂
Follow everyone who Likes and Retweets,🎤,🎤
<UNK> that,😌,😌
These Happy And Smiling Animals Is All You Need To Make Your Day Better,😍,😍
<UNK> in <UNK> and ion have a taste for <UNK> . t,🤦♂,♂
I thoroughly <UNK>,😭😭😭😭,😭
this boy gives me chills with that voice of his,😩💗💗💗💗,💗
EVERY <UNK> RIGHT NOW IF YOU ARE CRYING & <UNK> <UNK> WITH ALL YOU'RE <UNK> <UNK> …,💔,💔
#Thalapathy62 shoots will begin just after Pongal & will be wrapped in 6 months flat by,👍,👍
When you see yourself in the mirror first thing in the,🐶😹,😹
"not so much in love , just a <UNK> for a pretty face . * deep <UNK> *",😅😧,😧
No to <UNK> self . <UNK> or blocked <UNK> sa <UNK> <UNK> <UNK> <UNK> . <UNK> <UNK> <UNK> lang &,😘😘😘😘😘,😘
<UNK> @ <UNK>,😭,😭
"I will not share a nigga with any of you bitches , so if you talk to mines , you got him . I ’ m out the way …",👏,👏
y ’ all makin threads for ya friends i ain ’ t got any,✊😔,😔
What did the blanket say when it fell off the bed ... Oh sheet,🤣,🤣
I hope Mini and <UNK> are working <UNK> in camp <UNK>,🤞,🤞
Take that up with <UNK> not me You can ’ t just <UNK> his talent bc he made a business move,😂,😂
"<UNK> singing "" <UNK> Mo <UNK> "" #HimigHandog2017onASAP",🎶🎤👏,👏
omg <UNK> is in town,😍😍😍😍😍,😍
Lmao right,😂😂😂,😂
<UNK> <UNK> VERY IMPORTANT,⬇⬇⬇⚡💙⚡⚡💙⚡⚡💙⚡,⚡
Anyone with <UNK> has been there,😂😂😂😂😂😂😂😂😂😭😭,😭
Whoever edited this video deserves an Oscar . #Djokovic #Federer,😂🤣😂🤣,🤣
If it don ’ t work fuck it,🤷♂,♂
DIDDLE IS HAVING A 24 HOUR BLACK FRIDAY EXTENDED SALE EVERYTHING IS FREE ! ! JUST PAY SHIPPING ! …,😍,😍
Show me yours and I'll show you mine,😈,😈
i ️ guess i ’ m a lil kid now,🤣,🤣
"That's why I said "" Will """,😉,😉
So I had a kid for a week and it was great,❤,❤
"Thank you so much , for letting me use your cam ! So <UNK> na <UNK> Alden in glasses <UNK>",😂🔥,🔥
When I was a young <UNK> with bad skin was soooo cute ! Pure innocence .,😩,😩
Chrissy asked me how is this a rivalry if Ohio St has won 13 of the last 14 . Excellent question,🤔🤔🤔🤔🤔,🤔
Wow,😳,😳
I ’ ve been in my own lane lately,🎳,🎳
We are very thankful for the support of our small business . Thank You <UNK>,❣,❣
"Is it a <UNK> ? Is it <UNK> ? No , it's <UNK> <UNK> : The <UNK> [ Thread ] …",🎞,🎞
Show me yours and I'll show you mine,😈,😈
If you want to gain more followers retweet and like this and turn my notifications #ツᎷᎶᏔѴツ,👀👅🔛🐢🐭🐺🐸,🐸
The amount of times I ’ ve done this is,😂😂,😂
I wish my dad did this for me !,😩💕,💕
I know where i stand,👌😌,😌
"Another one <UNK> the <UNK> , good job humans",😒,😒
"Ion check phones , You wanna cheat ? Then cheat bitch",🤣,🤣
I got the best dick of my life the day I came back from Arizona take me back,😭😭,😭
Thank you so much ! You're an absolute sweetheart,❤,❤
- For Rocking Fav - For <UNK> Let's Find Out Which Has The <UNK> PSPK 25 TITLE FL TMRW …,👊♥😎👌,👌
Shoutout to my city for being hella funny #Louisville,😂🔥,🔥
Shoutout to my city for being hella funny #Louisville,😂🔥,🔥
Shoutout to my city for being hella funny #Louisville,😂🔥,🔥
Shoutout to my city for being hella funny #Louisville,😂🔥,🔥
Shoutout to my city for being hella funny #Louisville,😂🔥,🔥
My nephew been eating Leftovers for the past 2 days,😭😭,😭
He is 21 today .,🙃♥🍺,🍺
what a <UNK>,😂😂,😂
If you not spending your money on <UNK> then you are not living life at all !,😤,😤
Fury Cutter / Leaf Blade ( IV : 56 % - CP : <UNK> - L : 27 ) until <UNK> : <UNK>,♂,♂
Lmao remember when we all used to think we were in 2012,™,™
PLEASE HELP ME FIND MY SON Last seen : Houston Texas . any info call 2244788207,‼‼‼,‼
RT : <UNK> <UNK> Winery <UNK> <UNK> For Taxi,🍷🥂🍇🎈👉🚖📞,📞
<UNK>,⚓💙,💙
"All eyes on me We ’ re looking at ya , Call us your <UNK>",🗣,🗣
<UNK> <UNK>,🔥,🔥
Retweet in 5 seconds for some good luck,😁,😁
"i miss <UNK> , skin contact <UNK> shit <UNK>",😩,😩
<UNK> out the mix,😇,😇
Getting ready to cheer at the star in <UNK> was one for the books ! !,📚😍💙,💙
This is how possum moms carry their babies,❤,❤
Gucci Flip Flop <UNK> on number 1 is crazy !,😱,😱
Retweet If You Love GOD,🙌🙏😍,😍
My nephew been eating Leftovers for the past 2 days,😭😭,😭
<UNK> <UNK> <UNK> <UNK> <UNK> da . <UNK> <UNK> <UNK> .,😂😂,😂
<UNK> video on Twitter,😂,😂
19 ? ? ? Wild . Thank you guys for the support as,✌,✌
To bad <UNK> with good,🥂,🥂
<UNK> First Day <UNK> <UNK> <UNK> <UNK> <UNK> .. <UNK> <UNK> <UNK> ? ? <UNK>,😂😂😂😂,😂
Forever legendary,😂😂😂,😂
omg <UNK> <UNK> ! ! ! So close to god ! ! ! #SHI2017,😭😭😭,😭
<UNK> <UNK>,😎,😎
Hey <UNK> ur <UNK> ... <UNK> ...,😦😦😭😭,😭
Same for both <UNK>,😌💯,💯
My favourite <UNK> miss ever,💝,💝
<UNK> <UNK> <UNK> In Black <UNK> On A Hawaii Break With Family,😏,😏
Definitely the BEST Looking <UNK> ...,©,©
"Yes , yes , I know you're hungry ...",☠,☠
So we gone act like this dance not,🤔,🤔
on the <UNK> while it's <UNK> down .,💀,💀
Do you support our POTUS ? ( Retweet after,😘,😘
I'm craving on a <UNK> n ' cream <UNK> again for the <UNK> time,😪😂,😂
Take Off verse on Motorsport . it ’ s my shit tho but ummm I feel like I didn ’ t peep them lines until the song came out . …,🤔😩🤣,🤣
I read going to the mall with my G . P . A ... school is brainwashing me,😭,😭
TONIGHT I'M <UNK> THE <UNK> UP RADIO SHOW 8 ~ <UNK> <UNK> <UNK> HOW I'M <UNK>,🔥🔥🔥,🔥
""" yall talk "" yeah we do , now",🙂,🙂
<UNK> <UNK> squad for <UNK> Check out the list of players <UNK> for <UNK> match at San <UNK>,🔴⚫📋👉,👉
my baby sick & I wish I could be there taking care of him,😓,😓
<UNK> : Both Senior & Junior in one <UNK> <UNK> on <UNK> face are <UNK> . OMG so cute,😍😁😘,😘
Wow this is the cutest thing ever !,😍💕,💕
PLEASE HELP ME FIND MY SON Last seen : Houston Texas . any info call 2244788207,‼‼‼,‼
I hate my situation,😢,😢
